movieId,embedding
46948.0,"[0.05175596848130226, 0.08068279922008514, 0.07795470952987671, 0.29539811611175537, 0.06437535583972931, -0.14019468426704407, -0.07843399792909622, -0.10034296661615372, -0.02528364397585392, -0.12144654244184494, 0.4507295489311218, 0.05799424275755882, -0.0051933410577476025, -0.1008855327963829, -0.014482059516012669, -0.09946828335523605, 0.15153717994689941, 0.12764130532741547, -0.043055664747953415, -0.10380513221025467, 0.0946832224726677, -0.10597816109657288, 0.011958643794059753, 0.08436106890439987, 0.6951637268066406, 0.0348677895963192, 0.1255214363336563, 0.06802962720394135, -0.0851011648774147, 0.10431390255689621, -0.09878028929233551, 0.0562451146543026]"
46967.0,"[-0.3125823140144348, -0.093913733959198, 0.11571268737316132, -0.023014938458800316, -0.11590302735567093, 0.26567232608795166, 0.18136993050575256, -0.10639401525259018, -0.08151713013648987, 0.03941911831498146, 0.339633584022522, 0.020952347666025162, -0.19416522979736328, 0.06819366663694382, -0.0480276495218277, -0.09009097516536713, -0.17174787819385529, 0.14833056926727295, -0.08181878179311752, 0.32402104139328003, -0.04536116495728493, 0.211174875497818, 0.0252844151109457, -0.06793928146362305, 0.43956395983695984, 0.1698780506849289, 0.17619101703166962, -0.1492067575454712, 0.0026383025106042624, 0.09302894026041031, 0.10364128649234772, -0.2543351352214813]"
46972.0,"[-0.37665900588035583, 0.18025894463062286, -0.13130347430706024, 0.29905447363853455, 0.061794862151145935, -0.011544078588485718, 0.08388698846101761, -0.14538630843162537, 0.006798004265874624, 0.04082529991865158, 0.18063552677631378, 0.2872539460659027, 0.10482043027877808, -0.028656525537371635, 0.24694886803627014, 0.06103490665555, -0.19048084318637848, 0.04518930986523628, -0.06647829711437225, 0.07357906550168991, 0.2194949835538864, -0.006574932485818863, 0.0951933041214943, 0.051198750734329224, 0.5626695156097412, 0.00892661977559328, 0.14176756143569946, -0.06726782023906708, -0.10276203602552414, 0.09299477189779282, 0.15500985085964203, -0.029350612312555313]"
46976.0,"[0.0598958320915699, 0.20040512084960938, 0.002508604433387518, -0.06932294368743896, 0.02078382857143879, 0.06395383924245834, -0.017528383061289787, -0.08438589423894882, -0.3214923143386841, -0.18166616559028625, 0.4980567991733551, -0.1253257542848587, -0.07847896218299866, 0.1369648277759552, -0.08616388589143753, -0.23762692511081696, 0.10704833269119263, 0.2545972466468811, 0.05032411590218544, 0.14510908722877502, -0.1535419076681137, 0.043593812733888626, 0.1419905126094818, 0.03439750522375107, 0.47156816720962524, 0.08405109494924545, 0.1941097229719162, -0.1580262929201126, 0.018871469423174858, -0.035748980939388275, 0.05893339589238167, -0.08163513243198395]"
46979.0,"[0.13107284903526306, 0.34926778078079224, -0.07303652912378311, 0.058707404881715775, 0.10343362390995026, -0.14030015468597412, -0.12225529551506042, 0.013851062394678593, -0.3197295367717743, -0.16559652984142303, 0.4960828721523285, 0.00600139144808054, -0.07601851224899292, 0.037641849368810654, 0.10302428901195526, -0.08011667430400848, 0.14226412773132324, 0.3421587347984314, 0.02052661031484604, -0.027040962129831314, -0.05022533982992172, 0.023072930052876472, 0.01831965707242489, 0.17415767908096313, 0.39730966091156006, -0.14667274057865143, 0.02252274379134178, -0.13680191338062286, 0.03425464406609535, -0.06951916217803955, 0.17221319675445557, 0.00888747163116932]"
47084.0,"[-0.09207857400178909, -0.11568255722522736, -0.0056834896095097065, 0.3347996771335602, 0.1935587227344513, -0.12006281316280365, 0.029018372297286987, -0.09146890044212341, 0.06212778761982918, 0.13021449744701385, 0.35905057191848755, 0.2140941619873047, -0.04868621006608009, -0.26145702600479126, 0.04895952716469765, 0.1828850954771042, 0.1664080023765564, 0.19839221239089966, -0.10914547741413116, -0.02610483020544052, 0.1645786017179489, -0.023008879274129868, -0.10553155094385147, -0.023772161453962326, 0.5231866836547852, -0.040206409990787506, -0.01842190884053707, 0.25637364387512207, -0.16276967525482178, 0.1055360734462738, 0.02100028470158577, -0.06588146090507507]"
47099.0,"[0.1206517145037651, 0.19501341879367828, 0.11467193067073822, 0.028294304385781288, -0.08424990624189377, 0.004332590848207474, -0.04710136353969574, 0.07038693130016327, -0.31962671875953674, -0.16362038254737854, 0.5296303033828735, -0.21021509170532227, 0.08154400438070297, 0.10747665166854858, -0.14675582945346832, -0.20798756182193756, 0.028018364682793617, 0.06789518892765045, 0.013968227431178093, -0.023951318114995956, 0.0031313509680330753, -0.11736898124217987, -0.026879407465457916, 0.1552329957485199, 0.4903545081615448, 0.06477513909339905, 0.1820434182882309, -0.10829684138298035, -0.051386043429374695, 0.03050507791340351, -0.13707824051380157, 0.1609451025724411]"
47122.0,"[-0.0017100536497309804, 0.027356287464499474, 0.10215314477682114, 0.34804168343544006, 0.10132915526628494, -0.15943443775177002, -0.056215550750494, -0.11286570131778717, 0.04567941650748253, -0.0756513923406601, 0.45099297165870667, 0.047178156673908234, 0.043159183114767075, -0.1296515017747879, -0.018454238772392273, -0.0441398024559021, 0.1886279284954071, 0.09577111154794693, -0.03811633959412575, -0.06530404835939407, 0.13138392567634583, -0.06380972266197205, 0.00859023816883564, 0.014505891129374504, 0.6797666549682617, 0.019512122496962547, 0.09005548804998398, 0.11357436329126358, -0.050230856984853745, 0.12068182975053787, -0.07993472367525101, 0.05163603276014328]"
47150.0,"[0.11713144928216934, 0.08619906008243561, 0.17352606356143951, -0.11828497797250748, 0.029805123805999756, -0.04770659655332565, -0.09639722853899002, 0.017557108774781227, -0.20275090634822845, -0.061137329787015915, 0.40563011169433594, -0.13080766797065735, -0.07042059302330017, 0.2447991520166397, 0.2458772212266922, -0.22976644337177277, -0.2210366278886795, 0.34529566764831543, -0.053366754204034805, 0.05760572478175163, -0.10253651440143585, 0.10476243495941162, 0.05597102269530296, 0.0995168387889862, 0.34944164752960205, -0.1449660062789917, 0.13534314930438995, -0.31335508823394775, -0.0054480526596307755, -0.1563975214958191, 0.14619088172912598, 0.05552435293793678]"
47200.0,"[0.21619881689548492, 0.19755753874778748, -0.024081487208604813, 0.11889910697937012, 0.22410671412944794, -0.16380050778388977, -0.09973753988742828, -0.048600148409605026, -0.10409326106309891, -0.1268066167831421, 0.5094132423400879, -0.12792927026748657, 0.04188156500458717, 0.11068037897348404, 0.01256295945495367, -0.04027702286839485, 0.07427679002285004, 0.22413620352745056, 0.06704377382993698, 0.05124283954501152, -0.17093642055988312, 0.022527260705828667, -0.04514160752296448, 0.021676918491721153, 0.34420570731163025, -0.24940945208072662, 0.09047358483076096, -0.19412678480148315, 0.21619419753551483, -0.24515603482723236, 0.2238815575838089, -0.11381523311138153]"
47239.0,"[-0.10122310370206833, -0.10762906074523926, 0.05509183555841446, 0.3872149884700775, 0.17681141197681427, -0.17829707264900208, -0.008037466555833817, -0.1259698122739792, 0.10054618120193481, 0.09855500608682632, 0.36875805258750916, 0.16759757697582245, 0.014445995911955833, -0.2437094748020172, 0.052793942391872406, 0.14158283174037933, 0.16447950899600983, 0.1491844356060028, -0.11646831780672073, -0.029736356809735298, 0.1511891782283783, -0.001411809353157878, -0.0887947678565979, -0.015179774723947048, 0.5438709259033203, -0.04777192696928978, -0.010887986049056053, 0.23086757957935333, -0.1256512701511383, 0.12682397663593292, -0.01467825472354889, -0.03957603871822357]"
47261.0,"[-0.003433150239288807, 0.03296517953276634, -0.1987665742635727, 0.03947438672184944, 0.09674572199583054, -0.06961914896965027, 0.1531054675579071, 0.005088238976895809, -0.4401155114173889, 0.0395098440349102, 0.49815717339515686, 0.03841842710971832, -0.09742696583271027, -0.02509947493672371, 0.11021039634943008, 0.12942209839820862, 0.012213857844471931, 0.25438034534454346, -0.15818236768245697, -0.06224909797310829, 0.032042186707258224, -0.14261695742607117, -0.17354938387870789, 0.20625969767570496, 0.4214920997619629, -0.1138739138841629, -0.01939007267355919, 0.005455460399389267, -0.11888105422258377, 0.038355566561222076, 0.0956081971526146, -0.18079417943954468]"
47330.0,"[-0.33942878246307373, -0.12636375427246094, 0.10074887424707413, -0.01287943683564663, -0.060041893273591995, 0.24953341484069824, 0.18353945016860962, -0.14735795557498932, -0.010383240878582, 0.1259448081254959, 0.2938041388988495, 0.08777308464050293, -0.18725484609603882, -0.0053939176723361015, 0.004813820123672485, 0.0014395677717402577, -0.13391952216625214, 0.189850851893425, -0.1828175187110901, 0.3621954917907715, 0.020743900910019875, 0.2509729266166687, -0.015108438208699226, -0.0487092100083828, 0.38089463114738464, 0.14266806840896606, 0.07139194011688232, -0.05191170424222946, -0.03824330493807793, 0.08962788432836533, 0.11096422374248505, -0.33537742495536804]"
47342.0,"[-0.21115538477897644, -0.1567896455526352, 0.16190025210380554, -0.03957095742225647, 0.21111620962619781, 0.12821167707443237, -0.008962317369878292, 0.1435738056898117, 0.03547992929816246, 0.22616888582706451, 0.32443663477897644, 0.2310870885848999, 0.05309727042913437, -0.0028374430257827044, -0.1924600601196289, -0.04618518054485321, -0.039985209703445435, 0.3479989171028137, -0.07363462448120117, 0.13669252395629883, -0.11783713102340698, 0.30367085337638855, -0.11765503138303757, 0.017225341871380806, 0.32496997714042664, 0.11851417273283005, -0.1514323651790619, 0.004805501084774733, -0.3177667558193207, -0.2067333310842514, 0.09523319453001022, -0.0764092430472374]"
47397.0,"[-0.04361378028988838, -0.029965698719024658, 0.08878617733716965, 0.3767438232898712, 0.1383601874113083, -0.18561984598636627, -0.04278979077935219, -0.11802101135253906, 0.06998413056135178, 0.0063867270946502686, 0.41931015253067017, 0.10892588645219803, 0.04988742992281914, -0.19601164758205414, -0.0012762884143739939, 0.046649955213069916, 0.18725444376468658, 0.12072276324033737, -0.08629222959280014, -0.04592626169323921, 0.15166281163692474, -0.03424401581287384, -0.04397276043891907, 0.025871513411402702, 0.6193625330924988, -0.021983837708830833, 0.021134912967681885, 0.1948097050189972, -0.10318309813737869, 0.13793180882930756, -0.06415726244449615, 0.007842160761356354]"
47404.0,"[0.06169597804546356, 0.29491811990737915, 0.23076888918876648, 0.30542513728141785, -0.01805422455072403, 0.0015245428076013923, -0.23610647022724152, -0.15268956124782562, 0.13261155784130096, -0.07289602607488632, 0.24732348322868347, 0.03267205134034157, -0.015508497133851051, 0.17249178886413574, 0.09025833755731583, -0.15147417783737183, -0.03253721445798874, 0.04720276966691017, -0.13623075187206268, -0.041682690382003784, -0.11544071137905121, 0.033896706998348236, -0.17476695775985718, 0.01014712080359459, 0.36646798253059387, -0.07009489089250565, 0.018682176247239113, -0.4669293165206909, 0.2753363251686096, -0.16579508781433105, 0.049269773066043854, -0.07108957320451736]"
47423.0,"[-0.09031262993812561, 0.025962067767977715, -0.01238926313817501, -0.13508552312850952, 0.13145369291305542, 0.15174563229084015, 0.05473591387271881, -0.3166653513908386, -0.13571324944496155, 0.11271581053733826, 0.30339017510414124, -0.15279312431812286, 0.1812881976366043, 0.2005442976951599, 0.14909996092319489, -0.15483707189559937, -0.03902795538306236, 0.10188502073287964, -0.28606942296028137, 0.19479608535766602, -0.15286584198474884, 0.1292371302843094, 0.043400462716817856, -0.05062538757920265, 0.37295591831207275, 0.1906435787677765, 0.011663079261779785, -0.34624969959259033, 0.09563077241182327, -0.20567820966243744, -0.03175685182213783, -0.1981421858072281]"
47446.0,"[-0.07090718299150467, -0.06301405280828476, 0.07776717096567154, 0.38724571466445923, 0.15404686331748962, -0.1877681016921997, -0.029019344598054886, -0.12255162000656128, 0.0852850079536438, 0.045536987483501434, 0.40102508664131165, 0.13306930661201477, 0.043650250881910324, -0.2177494615316391, 0.02344203181564808, 0.08909758180379868, 0.1744012087583542, 0.12763617932796478, -0.09833510965108871, -0.04146157577633858, 0.15299679338932037, -0.020287493243813515, -0.0614997036755085, 0.011115150526165962, 0.5914810299873352, -0.03591585159301758, 0.004961531609296799, 0.21091699600219727, -0.10993451625108719, 0.13671253621578217, -0.045801062136888504, -0.010828702710568905]"
47477.0,"[-0.07334937155246735, 0.11820714175701141, -0.010249625891447067, -0.0416339747607708, 0.21366406977176666, -0.16066867113113403, 0.0450056828558445, -0.049507927149534225, -0.3082433342933655, 0.07925376296043396, 0.4073024392127991, -0.2863025963306427, 0.20029404759407043, 0.044846996665000916, 0.04754965007305145, -0.07920434325933456, 0.2406015843153, 0.07544758170843124, -0.30935588479042053, -0.01086849719285965, 0.14704492688179016, 0.10490325093269348, 0.009508805349469185, -0.12412412464618683, 0.4155740737915039, 0.26854637265205383, 0.023093223571777344, -0.06667578220367432, 0.03393907845020294, -0.00983680784702301, -0.09789671003818512, 0.18678125739097595]"
47491.0,"[-0.035138703882694244, 0.12277714163064957, 0.13807882368564606, 0.0898212268948555, -0.23258957266807556, 0.12623383104801178, 0.046423930674791336, 0.1274835616350174, 0.041841380298137665, -0.131496399641037, 0.4712773263454437, -0.289083331823349, 0.048138704150915146, 0.18963995575904846, -0.17524980008602142, -0.11639360338449478, 0.1686892807483673, 0.06222686544060707, 0.012235450558364391, 0.19362258911132812, 0.16799065470695496, -0.11899185180664062, -0.14297807216644287, 0.07257995754480362, 0.4015715420246124, -0.004999755881726742, 0.1525399535894394, -0.19407398998737335, -0.007314578164368868, -0.1905706524848938, -0.08533984422683716, 0.23860716819763184]"
47493.0,"[0.07425656169652939, -0.1285366415977478, 0.3197512924671173, -0.12429369240999222, -0.026332885026931763, -0.1423669457435608, -0.037765491753816605, -0.004981196019798517, -0.10116777569055557, -0.03096999041736126, 0.3313938081264496, -0.19475798308849335, 0.20343422889709473, 0.12039569765329361, 0.33410850167274475, -0.10736975818872452, -0.4171923100948334, 0.06567323207855225, -0.15291470289230347, -0.0961274728178978, 0.056316450238227844, -0.01749293878674507, 0.09630942344665527, 0.23207783699035645, 0.38692158460617065, -0.0785478949546814, 0.07721943408250809, -0.21525873243808746, -0.04400305449962616, 0.007419302593916655, -0.10930514335632324, 0.012752603739500046]"
47518.0,"[-0.09644728153944016, 0.00267732422798872, 0.20585931837558746, 0.045118093490600586, 0.15257129073143005, -0.23020565509796143, 0.07864367961883545, 0.07660768181085587, -0.3328903615474701, 0.020379405468702316, 0.44452881813049316, -0.27595722675323486, -0.03840269148349762, 0.11592719703912735, 0.05567604675889015, -0.09207040071487427, -0.008626092225313187, 0.10574494302272797, -0.20099209249019623, 0.03913761302828789, 0.08954934775829315, 0.28405219316482544, -0.10413846373558044, -0.20224079489707947, 0.3147026002407074, 0.05244274437427521, 0.16133321821689606, -0.07552869617938995, 0.23554997146129608, 0.16784369945526123, 0.16291171312332153, 0.09548405557870865]"
47525.0,"[0.05748658627271652, 0.1625531017780304, -0.13447219133377075, 0.11714308708906174, 0.16723397374153137, -0.189667746424675, -0.02033485658466816, 0.017124000936746597, -0.2708953619003296, -0.016224652528762817, 0.48339030146598816, 0.10195397585630417, -0.12929272651672363, -0.15081578493118286, 0.09882877767086029, 0.1571480631828308, 0.16179339587688446, 0.3841274678707123, -0.10122625529766083, 0.03559770807623863, 0.07079833745956421, 0.008389252237975597, -0.09170794486999512, 0.1896691620349884, 0.3256315290927887, -0.23139311373233795, -0.09368287026882172, 0.1283942312002182, -0.09174373745918274, 0.012556489557027817, 0.17959074676036835, -0.1476670205593109]"
47559.0,"[-0.09866347163915634, -0.21555203199386597, -0.130369171500206, 0.03926258161664009, 0.1661369651556015, -0.05675823614001274, 0.11140038073062897, 0.06097932532429695, -0.09562667459249496, 0.3125278949737549, 0.14572997391223907, 0.09932062029838562, -0.09921696037054062, -0.3586691915988922, 0.10965602099895477, 0.47841474413871765, 0.06332102417945862, 0.23062601685523987, -0.10796930640935898, 0.07337722927331924, 0.14252035319805145, 0.07102948427200317, -0.16493211686611176, -0.037400729954242706, 0.04516701027750969, -0.1611773669719696, -0.18214330077171326, 0.33748048543930054, -0.18665273487567902, 0.08756384253501892, 0.11579485237598419, -0.042426202446222305]"
47610.0,"[0.1516444981098175, 0.02919434756040573, 0.2031724900007248, 0.22880959510803223, 0.1583009958267212, -0.0895744264125824, -0.10111243277788162, -0.040144406259059906, 0.18921126425266266, -0.15463577210903168, 0.4231906831264496, -0.1463252305984497, 0.16507472097873688, 0.16851787269115448, -0.09383457154035568, -0.19296680390834808, 0.05573050305247307, 0.04302597418427467, 0.11491764336824417, -0.0312805138528347, -0.11478579789400101, -0.05663513392210007, -0.053674597293138504, -0.09667163342237473, 0.4880112111568451, -0.0860704854130745, 0.17431654036045074, -0.20964209735393524, 0.21386849880218506, -0.24444687366485596, 0.05047779902815819, 0.002145252423360944]"
47615.0,"[0.024960152804851532, 0.03411802276968956, 0.17717556655406952, 0.05611848086118698, 0.13111943006515503, -0.14309647679328918, -0.006797353271394968, 0.025442782789468765, -0.3309939503669739, -0.02256467565894127, 0.45538219809532166, -0.32253679633140564, -0.0040051862597465515, 0.22764720022678375, 0.016941528767347336, -0.21460574865341187, 0.015413925051689148, 0.07904555648565292, -0.08599675446748734, -0.005344682838767767, -0.08611445873975754, 0.17590928077697754, -0.05919962376356125, -0.24309276044368744, 0.3354906141757965, 0.058363161981105804, 0.21695546805858612, -0.18820133805274963, 0.23219802975654602, 0.04610290750861168, 0.0853404700756073, 0.17034326493740082]"
47626.0,"[-0.138564795255661, 0.11552656441926956, 0.263164758682251, 0.15399354696273804, 0.06901963800191879, 0.17585156857967377, -0.11488987505435944, 0.10757188498973846, -0.012276229448616505, -0.017080435529351234, 0.33230653405189514, 0.1518954038619995, 0.2154059112071991, -0.0014172816881909966, -0.06027933210134506, -0.10087154060602188, 0.01898670569062233, -0.0758347362279892, 0.15689222514629364, -0.3085099160671234, -0.021122734993696213, 0.06693748384714127, 0.07060326635837555, -0.1060497909784317, 0.46533825993537903, 0.28542718291282654, -0.13586543500423431, -0.23154208064079285, 0.20291289687156677, 0.05449555069208145, -0.053892333060503006, -0.2359699159860611]"
47646.0,"[0.05334971845149994, 0.23708133399486542, -0.12487439811229706, 0.11765923351049423, 0.1720305234193802, -0.22520951926708221, -0.04198869690299034, 0.031471166759729385, -0.23406176269054413, -0.06919372081756592, 0.4523240923881531, 0.11784344166517258, -0.12846386432647705, -0.1460820883512497, 0.10821201652288437, 0.1525162309408188, 0.1763344258069992, 0.37791621685028076, -0.10911998897790909, 0.024480557069182396, 0.0768873542547226, 0.049860384315252304, -0.08054975420236588, 0.2017420381307602, 0.2958715260028839, -0.21823102235794067, -0.12216857820749283, 0.062462612986564636, -0.01765408366918564, -0.019863834604620934, 0.22472061216831207, -0.17426078021526337]"
47670.0,"[-0.17446811497211456, 0.21875877678394318, 0.04732159897685051, 0.10874465107917786, -0.00876986887305975, -0.07749751955270767, 0.03121652826666832, 0.1584305763244629, -0.06930861622095108, -0.12569579482078552, 0.2882053554058075, -0.045996155589818954, 0.1986832320690155, 0.2425517737865448, 0.18209795653820038, -0.16336584091186523, -0.2030501514673233, -0.00914875976741314, 0.03329401835799217, -0.0922531858086586, 0.18485957384109497, -0.02264075167477131, 0.08623673021793365, -0.002077684039250016, 0.4994409680366516, 0.08109328150749207, 0.19499628245830536, -0.36594581604003906, 0.05053611844778061, -0.09103349596261978, 0.08583628386259079, 0.26892831921577454]"
47714.0,"[0.06852913647890091, 0.09117312729358673, 0.0963267832994461, 0.26568347215652466, 0.041823551058769226, -0.1271328628063202, -0.08420887589454651, -0.07353666424751282, -0.043194644153118134, -0.14034616947174072, 0.45882168412208557, 0.023113809525966644, -0.009088609367609024, -0.06688254326581955, -0.016293156892061234, -0.1323578953742981, 0.13032324612140656, 0.12485997378826141, -0.027263060212135315, -0.11435233801603317, 0.08236221224069595, -0.11024796217679977, 0.019182121381163597, 0.0788399949669838, 0.6992693543434143, 0.05272062495350838, 0.15483824908733368, 0.026210090145468712, -0.07391370832920074, 0.08798292279243469, -0.10858718305826187, 0.09181181341409683]"
47721.0,"[0.04692965745925903, 0.07653217762708664, 0.17010080814361572, 0.18465924263000488, -0.015740977600216866, -0.09103304892778397, -0.05477064475417137, -0.020789340138435364, -0.05343926325440407, -0.20122464001178741, 0.4586946666240692, -0.08640728890895844, 0.011712098494172096, 0.08198896795511246, -0.02885521948337555, -0.256053626537323, 0.06523612141609192, 0.09113481640815735, 0.05806786194443703, -0.08154681324958801, 0.042520057410001755, -0.07229483127593994, 0.06679520010948181, 0.012556253001093864, 0.6607117652893066, 0.07834260910749435, 0.2438552975654602, -0.10648148506879807, 0.003835503477603197, 0.04998672381043434, -0.08209110051393509, 0.15968792140483856]"
47723.0,"[0.06854505091905594, 0.14170554280281067, 0.16049285233020782, 0.12166468799114227, -0.020973755046725273, -0.03700888529419899, -0.08289909362792969, -0.016105202957987785, -0.0772184282541275, -0.22821691632270813, 0.4135860800743103, -0.07559123635292053, 0.03156808763742447, 0.20316459238529205, -0.13109059631824493, -0.4067814350128174, 0.11670152842998505, 0.0960434228181839, 0.018619567155838013, -0.07614368945360184, -0.041297636926174164, -0.07599524408578873, 0.027702700346708298, 0.05714581906795502, 0.5614342093467712, 0.13093192875385284, 0.20321741700172424, -0.16279038786888123, -0.006833367981016636, -0.032995179295539856, -0.10858500003814697, 0.11135813593864441]"
47736.0,"[0.09315717965364456, 0.08158409595489502, 0.15115077793598175, 0.1939382553100586, 0.010198741219937801, -0.10004190355539322, -0.08488046377897263, -0.03413739427924156, -0.03012329526245594, -0.19858087599277496, 0.4428684711456299, -0.06267049908638, 0.002036044839769602, 0.04277148097753525, -0.06193350628018379, -0.2559051811695099, 0.12112805992364883, 0.10815895348787308, 0.03105338290333748, -0.1056915894150734, 0.03348923474550247, -0.10031019896268845, 0.059012848883867264, 0.026882926002144814, 0.6648566722869873, 0.09482476115226746, 0.22065074741840363, -0.057546891272068024, -0.029931187629699707, 0.032371703535318375, -0.11898546665906906, 0.14541643857955933]"
47778.0,"[0.10329866409301758, 0.2771662771701813, -0.12354595959186554, -0.08456819504499435, 0.15428467094898224, -0.08519098162651062, -0.05968547612428665, 0.03639165684580803, -0.3540763854980469, -0.07247241586446762, 0.4772240221500397, -0.019743697717785835, -0.16031913459300995, 0.023373739793896675, 0.1787571907043457, 0.004263210576027632, 0.06637387722730637, 0.40678465366363525, -0.07924534380435944, 0.0418899767100811, -0.05499422177672386, 0.11516643315553665, 0.03001265786588192, 0.09765821695327759, 0.3283275067806244, -0.08170734345912933, -0.021479785442352295, -0.18656137585639954, 0.0532233752310276, -0.1314440816640854, 0.22938214242458344, -0.10030722618103027]"
47860.0,"[-0.3065639138221741, -0.05626419931650162, 0.05612139031291008, -0.06039514020085335, -0.08416152000427246, 0.2606084644794464, 0.18990111351013184, -0.14040015637874603, -0.08348693698644638, -0.0007669804035685956, 0.29411378502845764, 0.06667087227106094, -0.1938549131155014, 0.0792446956038475, -0.028359897434711456, -0.10673312842845917, -0.1757907271385193, 0.15763968229293823, -0.06961823254823685, 0.32419702410697937, -0.0922217145562172, 0.22765475511550903, 0.0678577646613121, -0.053444962948560715, 0.39412105083465576, 0.16215085983276367, 0.15075598657131195, -0.1960500329732895, 0.037548210471868515, 0.047625940293073654, 0.1624746024608612, -0.3239566683769226]"
47868.0,"[-0.17331460118293762, 0.07223574817180634, 0.2772347331047058, 0.03426622971892357, 0.10447262972593307, -0.05362812802195549, -0.007957338355481625, 0.2596387267112732, -0.25708046555519104, -0.06508789956569672, 0.48459866642951965, 0.0347689688205719, 0.2667854428291321, 0.17232252657413483, -0.27657705545425415, -0.19263561069965363, -0.16198599338531494, 0.05945327877998352, 0.060223158448934555, -0.06085144355893135, -0.10782898217439651, 0.19116534292697906, -0.11721540242433548, 0.1552184522151947, 0.3494735658168793, 0.052994225174188614, -0.03904946520924568, -0.1327982246875763, -0.02035825327038765, 0.0017882734537124634, 0.11806764453649521, -0.055089909583330154]"
47886.0,"[-0.07255803048610687, 0.257112979888916, 0.29711055755615234, 0.10077818483114243, 0.039491329342126846, -0.12152814120054245, -0.11352190375328064, -0.0018627659883350134, -0.18486273288726807, -0.056859418749809265, 0.351093053817749, -0.2278352975845337, -0.04622093588113785, 0.19348254799842834, 0.056449197232723236, -0.22919075191020966, 0.08435150235891342, 0.09360772371292114, -0.20890633761882782, 0.037141721695661545, 0.01748979091644287, 0.2845138907432556, -0.0811958983540535, -0.1635240763425827, 0.27778181433677673, 0.08640443533658981, 0.07106359302997589, -0.3097234070301056, 0.3275562524795532, 0.05904200300574303, 0.10400557518005371, 0.10207559168338776]"
47902.0,"[-0.02963380515575409, 0.09473888576030731, 0.13293185830116272, 0.41427740454673767, 0.03820260614156723, 0.03097931481897831, -0.1160925030708313, -0.2589861750602722, 0.03444763645529747, 0.16992636024951935, 0.2782134711742401, 0.10397794842720032, -0.003476975951343775, -0.028478585183620453, 0.10225995630025864, 0.12298298627138138, -0.004830516409128904, -0.04887167736887932, -0.27994781732559204, -0.09970668703317642, -0.08530216664075851, -0.051016636192798615, -0.3534562587738037, -0.01994011551141739, 0.3831806778907776, -0.05174111947417259, -0.11342617869377136, -0.2627113461494446, 0.22976338863372803, -0.01184953935444355, -0.037477269768714905, -0.24807856976985931]"
47904.0,"[-0.03658338636159897, -0.07198202610015869, 0.4511423110961914, -0.07126310467720032, 0.12707792222499847, -0.07313334196805954, -0.1242678314447403, -0.006693528965115547, 0.12843678891658783, 0.0358317606151104, 0.31256791949272156, -0.11601562052965164, 0.16702044010162354, -0.06708865612745285, 0.427900493144989, -0.06044555827975273, -0.07482195645570755, 0.24794089794158936, -0.07666107267141342, -0.08841075748205185, 0.2268068939447403, 0.18267633020877838, 0.23367786407470703, -0.008075208403170109, 0.3976437449455261, 0.0011487760348245502, -0.09117085486650467, -0.05155272036790848, 0.06738103926181793, 0.06841608136892319, -0.03405934199690819, 0.008880865760147572]"
47907.0,"[-0.296822190284729, -0.06350729614496231, 0.06975755840539932, 0.15838061273097992, -0.049625545740127563, 0.13966888189315796, 0.12304816395044327, -0.1944640874862671, 0.03672103211283684, -0.013047975488007069, 0.328725665807724, 0.1652245670557022, -0.17935718595981598, -0.060717497020959854, -0.007538697682321072, -0.06684644520282745, -0.04687785729765892, 0.1382439285516739, -0.09669066965579987, 0.17467889189720154, 0.032205983996391296, 0.1142783835530281, 0.0559222437441349, -0.03542863205075264, 0.6312909126281738, 0.18212933838367462, 0.15089942514896393, -0.060990650206804276, -0.04290648177266121, 0.1515321284532547, 0.0500817745923996, -0.24612076580524445]"
47952.0,"[-0.22715309262275696, -0.0588543564081192, 0.3447234034538269, 0.11663062125444412, 0.09852184355258942, 0.03782670199871063, 0.03706236556172371, 0.17003671824932098, 0.06400655210018158, 0.038405392318964005, 0.3197161555290222, 0.1022990345954895, -0.1821712702512741, -0.05800740793347359, 0.1478959023952484, -0.02965940721333027, 0.1900588870048523, 0.29884859919548035, -0.047002021223306656, -0.07738468050956726, 0.27356040477752686, 0.23798339068889618, -0.05433537811040878, -0.17718422412872314, 0.31184351444244385, 0.08174405992031097, -0.1228383481502533, 0.07430766522884369, 0.1908360868692398, 0.22764131426811218, 0.16341088712215424, -0.23364029824733734]"
47956.0,"[-0.013023915700614452, -0.10185674577951431, -0.060325540602207184, 0.100935198366642, 0.2712216079235077, -0.01577584445476532, -0.05003853887319565, 0.03943726047873497, 0.10519202053546906, 0.3072810471057892, 0.24764351546764374, 0.15654195845127106, -0.08028874546289444, -0.2560909688472748, 0.017518244683742523, 0.23597627878189087, 0.23668184876441956, 0.37288445234298706, -0.13810545206069946, 0.048010505735874176, 0.06762836128473282, 0.09057177603244781, -0.14507685601711273, -0.11301533132791519, 0.3095930814743042, 0.008638424798846245, -0.185581237077713, 0.1835622638463974, -0.30016711354255676, -0.2068726271390915, 0.04092641547322273, 0.12943574786186218]"
